"id"         ,"mark"         ,"model"             ,"fuel"             ,"gearbox" ,"mileage"  ,"year" ,"type"      ,"drive"       ,"hp"  ,"color"   ,"motorsize" ,"first_in_traffic" ,"region"         ,"price"
"1400677807" ,"Toyota"        ,"C-HR"               ,"Miljöbränsle/Hybrid" ,"Automat"   ,"2 300"   ,"2022"     ,"SUV"         ,"Tvåhjulsdriven" ,"123" ,"Grå"    ,"1798"         ,"2022-11-30"     ,"Stockholm"      ,299000
"1400612907" ,"Renault"       ,"Grand Scénic"       ,"Diesel"              ,"Automat"   ,"15 200"  ,"2017"     ,"Familjebuss" ,"Tvåhjulsdriven" ,"111" ,NA       ,"1461"         ,"2017-03-30"     ,"Älvsborg"       ,145000
"1400677013" ,"Ford"          ,"C-Max"              ,"Diesel"              ,"Manuell"   ,"22 570"  ,"2012"     ,"Familjebuss" ,"Tvåhjulsdriven" ,"116" ,"Vit"    ,"1560"         ,"2012-06-29"     ,"Skåne"          ,46000
"1400594534" ,"Opel"          ,"Corsa"              ,"Bensin"              ,"Manuell"   ,"11 564"  ,"2019"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"90"  ,"Vit"    ,"1364"         ,"2018-11-23"     ,"Stockholm"      ,80000
"1400677732" ,"Kia"           ,"Optima"             ,"Miljöbränsle/Hybrid" ,"Automat"   ,"14 850"  ,"2019"     ,"Kombi"       ,"Tvåhjulsdriven" ,"206" ,"Vit"    ,"1999"         ,"2019-11-01"     ,"Göteborg"       ,199000
"1400677769" ,"Volvo"         ,"XC90"               ,"Bensin"              ,"Automat"   ,"32 148"  ,"2004"     ,"SUV"         ,"Fyrhjulsdriven" ,"210" ,"Svart"  ,"2521"         ,"2004-06-23"     ,"Västernorrland" ,35000
"1400677747" ,"Audi"          ,"A4"                 ,"Bensin"              ,"Manuell"   ,"20 500"  ,"2005"     ,"Kombi"       ,NA               ,NA    ,NA       ,NA             ,NA               ,"Jämtland"       ,40000
"1400677725" ,"Hyundai"       ,"i10"                ,"Bensin"              ,"Automat"   ,"2 100"   ,"2023"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"67"  ,"Blå"    ,"998"          ,"2023-05-26"     ,"Göteborg"       ,159000
"1400677750" ,"Volvo"         ,"XC90"               ,"Diesel"              ,"Automat"   ,"15 678"  ,"2017"     ,"SUV"         ,NA               ,NA    ,NA       ,NA             ,NA               ,"Göteborg"       ,299000
"1400677618" ,"Volvo"         ,"V70"                ,"Diesel"              ,"Automat"   ,"18 000"  ,"2014"     ,"Kombi"       ,"Tvåhjulsdriven" ,"181" ,"Grå"    ,"1969"         ,"2014-04-08"     ,"Göteborg"       ,129000
"1400677706" ,"Volvo"         ,"V70"                ,"Bensin"              ,"Manuell"   ,"30 865"  ,"2007"     ,"Kombi"       ,"Tvåhjulsdriven" ,"210" ,"Grå"    ,"2521"         ,"2007-01-31"     ,"Skåne"          ,44400
"1400648448" ,"BMW"           ,"X4"                 ,"Bensin"              ,"Automat"   ,"8 300"   ,"2019"     ,"SUV"         ,"Fyrhjulsdriven" ,"354" ,"Blå"    ,"2998"         ,"2019-04-27"     ,"Skaraborg"      ,480000
"1400677710" ,"Jaguar"        ,"XJ"                 ,"Bensin"              ,"Automat"   ,"21 223"  ,"2010"     ,"Sedan"       ,"Tvåhjulsdriven" ,"385" ,"Svart"  ,"5000"         ,"2016-06-30"     ,"Stockholm"      ,169000
"1400677712" ,"Opel"          ,"Astra"              ,"Bensin"              ,"Manuell"   ,"13 941"  ,"2013"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"141" ,"Grå"    ,"1364"         ,"2013-11-04"     ,"Stockholm"      ,55000
"1400677713" ,"BMW"           ,"530"                ,"Bensin"              ,"Automat"   ,"16 100"  ,"2008"     ,"Sedan"       ,"Tvåhjulsdriven" ,"272" ,"Svart"  ,"2996"         ,"2007-10-17"     ,"Uppsala"        ,109999
"1400620429" ,"Fiat"          ,"500C"               ,"Bensin"              ,"Manuell"   ,"7 600"   ,"2018"     ,"Cab"         ,"Tvåhjulsdriven" ,"70"  ,"Röd"    ,"1242"         ,"2018-05-18"     ,"Jönköping"      ,107500
"1400533379" ,"BMW"           ,"330e"               ,"Miljöbränsle/Hybrid" ,"Automat"   ,"4 840"   ,"2021"     ,"Kombi"       ,"Fyrhjulsdriven" ,"293" ,"Grå"    ,"1998"         ,"2020-11-13"     ,"Göteborg"       ,433000
"1400527848" ,"Land Rover"    ,"Discovery"          ,"Diesel"              ,"Automat"   ,"15 700"  ,"2014"     ,"SUV"         ,"Fyrhjulsdriven" ,"211" ,"Svart"  ,"2993"         ,"2015-03-12"     ,"Stockholm"      ,234500
"1400668952" ,"Toyota"        ,"Yaris"              ,"Miljöbränsle/Hybrid" ,"Automat"   ,"8 550"   ,"2017"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"101" ,"Blå"    ,"1497"         ,"2017-10-26"     ,"Södermanland"   ,140000
"1400677669" ,"Citroën"       ,"C1"                 ,"Bensin"              ,"Manuell"   ,"14 800"  ,"2011"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"68"  ,"Vit"    ,"998"          ,"2011-04-29"     ,"Jönköping"      ,27500
"1400677628" ,"Volkswagen"    ,"Golf"               ,"Bensin"              ,"Manuell"   ,"19 980"  ,"2010"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"123" ,"Vit"    ,"1390"         ,"2010-03-30"     ,"Värmland"       ,47000
"1400677662" ,"Tesla"         ,"Model S"            ,"El"                  ,"Automat"   ,"16 859"  ,"2015"     ,"Halvkombi"   ,"Fyrhjulsdriven" ,"423" ,"Svart"  ,NA             ,"2015-09-01"     ,"Göteborg"       ,299000
"1400671221" ,"Audi"          ,"A4"                 ,"Diesel"              ,"Automat"   ,"14 830"  ,"2017"     ,"Kombi"       ,"Fyrhjulsdriven" ,"191" ,"Silver" ,"1968"         ,"2017-04-25"     ,"Uppsala"        ,205000
"1400676984" ,"Volvo"         ,"V60"                ,"Diesel"              ,"Automat"   ,"7 120"   ,"2021"     ,"Kombi"       ,"Fyrhjulsdriven" ,"191" ,"Röd"    ,"1969"         ,"2020-07-10"     ,"Örebro"         ,359800
"1400677649" ,"Seat"          ,"Leon"               ,"Bensin"              ,"Manuell"   ,"23 828"  ,"2006"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"185" ,"Röd"    ,"1984"         ,"2007-01-04"     ,"Östergötland"   ,25000
"1400677639" ,"MINI"          ,"Cooper"             ,"Bensin"              ,"Manuell"   ,"8 550"   ,"2019"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"136" ,"Vit"    ,"1499"         ,"2018-08-20"     ,"Skaraborg"      ,163000
"1400549745" ,"Nissan"        ,"Pulsar"             ,"Diesel"              ,"Manuell"   ,"21 099"  ,"2015"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"111" ,"Vit"    ,"1461"         ,"2015-06-02"     ,"Göteborg"       ,52900
"1400677640" ,"BMW"           ,"525"                ,"Bensin"              ,"Manuell"   ,"24 807"  ,"2004"     ,"Kombi"       ,"Tvåhjulsdriven" ,"192" ,"Grå"    ,"2494"         ,"2004-06-11"     ,"Västmanland"    ,43000
"1400677608" ,"Nissan"        ,"Qashqai"            ,"Diesel"              ,"Manuell"   ,"11 600"  ,"2015"     ,"SUV"         ,NA               ,NA    ,NA       ,NA             ,NA               ,"Blekinge"       ,110000
"1400677537" ,"Volvo"         ,"V90"                ,"Diesel"              ,"Manuell"   ,"10 166"  ,"2018"     ,"Kombi"       ,"Tvåhjulsdriven" ,"150" ,"Vit"    ,"1969"         ,"2018-04-06"     ,"Dalarna"        ,209000
"1400677598" ,"Suzuki"        ,"Swift"              ,"Diesel"              ,"Manuell"   ,"20 899"  ,"2011"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"75"  ,"Grå"    ,"1248"         ,"2012-07-25"     ,"Stockholm"      ,34900
"1400677572" ,"Skoda"         ,"Fabia"              ,"Bensin"              ,"Manuell"   ,"7 421"   ,"2018"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"96"  ,"Vit"    ,"999"          ,"2017-09-27"     ,"Stockholm"      ,123000
"1400617332" ,"Saab"          ,"9-5"                ,"Bensin"              ,"Manuell"   ,"22 305"  ,"2003"     ,"Sedan"       ,"Tvåhjulsdriven" ,"150" ,"Röd"    ,"1985"         ,"2002-11-18"     ,"Göteborg"       ,20000
"1400677571" ,"Audi"          ,"Q7"                 ,"Diesel"              ,"Automat"   ,"21 404"  ,"2009"     ,"SUV"         ,"Fyrhjulsdriven" ,"240" ,"Svart"  ,"2967"         ,"2008-12-30"     ,"Skåne"          ,109900
"1400677549" ,"BMW"           ,"530"                ,"Diesel"              ,"Automat"   ,"25 500"  ,"2014"     ,"Kombi"       ,"Tvåhjulsdriven" ,"259" ,"Grå"    ,"2993"         ,"2016-08-13"     ,"Skåne"          ,215000
"1400638017" ,"Fiat"          ,"500X"               ,"Bensin"              ,"Manuell"   ,"538"     ,"2018"     ,"Kombi"       ,"Tvåhjulsdriven" ,"111" ,"Röd"    ,"1598"         ,"2018-04-20"     ,"Skåne"          ,135000
"1400677565" ,"Audi"          ,"A4"                 ,"Diesel"              ,"Automat"   ,"21 948"  ,"2017"     ,"Kombi"       ,"Fyrhjulsdriven" ,"191" ,"Svart"  ,"1968"         ,"2017-04-18"     ,"Västernorrland" ,165000
"1400629745" ,"BMW"           ,"120"                ,"Diesel"              ,"Manuell"   ,"22 000"  ,"2011"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"177" ,"Vit"    ,"1995"         ,"2010-12-15"     ,"Stockholm"      ,80000
"1400586288" ,"Volkswagen"    ,"The Beetle"         ,"Bensin"              ,"Automat"   ,"6 350"   ,"2013"     ,"Cab"         ,"Tvåhjulsdriven" ,"161" ,"Silver" ,"1390"         ,"2013-05-28"     ,"Halland"        ,170000
"1400677547" ,"Mercedes-Benz" ,"S"                  ,"Bensin"              ,"Automat"   ,"15 511"  ,"2004"     ,"Sedan"       ,"Tvåhjulsdriven" ,"501" ,"Vit"    ,"5439"         ,NA               ,"Gävleborg"      ,80000
"1400500017" ,"Audi"          ,"TTS"                ,"Bensin"              ,"Manuell"   ,"16 000"  ,"2009"     ,"Cab"         ,"Fyrhjulsdriven" ,"272" ,"Vit"    ,"1984"         ,"2013-10-10"     ,"Halland"        ,209000
"1400677504" ,"MINI"          ,"Countryman"         ,"Miljöbränsle/Hybrid" ,"Automat"   ,"7 541"   ,"2019"     ,"Kombi"       ,"Fyrhjulsdriven" ,"225" ,"Svart"  ,"1499"         ,"2019-01-16"     ,"Dalarna"        ,305000
"1400677535" ,"Ford"          ,"Mondeo"             ,"Diesel"              ,"Automat"   ,"29 265"  ,"2011"     ,"Kombi"       ,"Tvåhjulsdriven" ,"200" ,"Brun"   ,"2179"         ,"2011-05-06"     ,"Norrbotten"     ,20000
"1400677482" ,"Audi"          ,"A5"                 ,"Bensin"              ,"Automat"   ,"6 500"   ,"2014"     ,"Cab"         ,"Tvåhjulsdriven" ,"170" ,"Silver" ,"1798"         ,"2014-06-02"     ,"Örebro"         ,204900
"1400677469" ,"BMW"           ,"320"                ,"Diesel"              ,"Automat"   ,"28 906"  ,"2012"     ,"Kombi"       ,"Fyrhjulsdriven" ,"184" ,"Blå"    ,"1995"         ,"2011-08-15"     ,"Uppsala"        ,69000
"1400677455" ,"Mercedes-Benz" ,"GLC"                ,"Diesel"              ,"Automat"   ,"9 350"   ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"170" ,"Svart"  ,"2143"         ,"2018-06-29"     ,"Göteborg"       ,379000
"1400677470" ,"Land Rover"    ,"Discovery"          ,"Diesel"              ,"Automat"   ,"30 477"  ,"2013"     ,"SUV"         ,"Fyrhjulsdriven" ,"256" ,"Vit"    ,"2993"         ,"2013-10-01"     ,"Kronoberg"      ,199000
"1400677409" ,"MINI"          ,"Countryman"         ,"Diesel"              ,"Automat"   ,"1 800"   ,"2015"     ,"Kombi"       ,"Fyrhjulsdriven" ,"143" ,"Silver" ,"1995"         ,"2014-10-15"     ,"Göteborg"       ,215000
"1400530955" ,"Volvo"         ,"C70"                ,"Diesel"              ,"Manuell"   ,"21 500"  ,"2011"     ,"Cab"         ,NA               ,NA    ,NA       ,NA             ,NA               ,"Jönköping"      ,139000
"1400647521" ,"Kia"           ,"Sportage"           ,"Miljöbränsle/Hybrid" ,"Automat"   ,"970"     ,"2022"     ,"SUV"         ,"Fyrhjulsdriven" ,"266" ,"Svart"  ,"1598"         ,"2022-10-10"     ,"Stockholm"      ,400000
"1400654469" ,"Mercedes-Benz" ,"GLC"                ,"Diesel"              ,"Automat"   ,"12 299"  ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"170" ,"Svart"  ,"2143"         ,"2018-06-29"     ,"Stockholm"      ,302000
"1400650229" ,"Volkswagen"    ,"Passat"             ,"Diesel"              ,"Automat"   ,"18 500"  ,"2016"     ,"Kombi"       ,"Fyrhjulsdriven" ,"191" ,"Vit"    ,"1968"         ,"2016-05-12"     ,"Västerbotten"   ,155000
"1400596733" ,"Volvo"         ,"C40"                ,"El"                  ,"Automat"   ,"3 400"   ,"2023"     ,"SUV"         ,"Tvåhjulsdriven" ,"232" ,"Silver" ,NA             ,"2022-12-08"     ,"Älvsborg"       ,489000
"1400677474" ,"Kia"           ,"CEED"               ,"Diesel"              ,"Manuell"   ,"16 820"  ,"2010"     ,"Kombi"       ,"Tvåhjulsdriven" ,"128" ,"Silver" ,"1582"         ,"2011-04-14"     ,"Älvsborg"       ,42000
"1400677453" ,"Volvo"         ,"V70"                ,"Bensin"              ,"Automat"   ,"14 325"  ,"2010"     ,"Kombi"       ,"Tvåhjulsdriven" ,"146" ,"Brun"   ,"1999"         ,"2010-05-04"     ,"Stockholm"      ,90000
"1400675286" ,"Hyundai"       ,"Santa Fe"           ,"Diesel"              ,"Manuell"   ,"19 713"  ,"2006"     ,"SUV"         ,"Fyrhjulsdriven" ,"150" ,"Blå"    ,"2188"         ,"2006-09-29"     ,"Jämtland"       ,41000
"1400677436" ,"Volvo"         ,"XC90"               ,"Diesel"              ,"Automat"   ,"23 249"  ,"2013"     ,"SUV"         ,"Fyrhjulsdriven" ,"200" ,"Silver" ,"2401"         ,"2013-05-20"     ,"Skåne"          ,155000
"1400676627" ,"Skoda"         ,"Superb"             ,"Bensin"              ,"Automat"   ,"17 964"  ,"2011"     ,"Kombi"       ,"Tvåhjulsdriven" ,"161" ,"Brun"   ,"1798"         ,"2010-10-27"     ,"Västernorrland" ,75000
"1400677403" ,"Mitsubishi"    ,"Colt"               ,"Miljöbränsle/Hybrid" ,"Manuell"   ,"10 707"  ,"2009"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"96"  ,"Silver" ,"1332"         ,"2009-09-03"     ,"Skåne"          ,39900
"1400421368" ,"Volkswagen"    ,"california"         ,"Diesel"              ,"Manuell"   ,"21 338"  ,"2001"     ,"Familjebuss" ,"Tvåhjulsdriven" ,"102" ,"Röd"    ,"2461"         ,"2023-09-22"     ,"Södermanland"   ,320000
"1400556132" ,"Jaguar"        ,"XJ"                 ,"Diesel"              ,"Automat"   ,"16 308"  ,"2013"     ,"Sedan"       ,"Tvåhjulsdriven" ,"275" ,"Grå"    ,"2993"         ,"2016-03-31"     ,"Värmland"       ,219000
"1400677348" ,"Volvo"         ,"V60"                ,"Bensin"              ,"Manuell"   ,"14 365"  ,"2012"     ,"Kombi"       ,"Tvåhjulsdriven" ,"150" ,"Vit"    ,"1596"         ,"2012-06-29"     ,"Östergötland"   ,105000
"1400677286" ,"Hyundai"       ,"i40"                ,"Diesel"              ,"Manuell"   ,"26 041"  ,"2012"     ,"Kombi"       ,"Tvåhjulsdriven" ,"136" ,"Svart"  ,"1685"         ,"2012-01-10"     ,"Halland"        ,70000
"1400677366" ,"BMW"           ,"325"                ,"Bensin"              ,"Automat"   ,"14 450"  ,"2010"     ,"Kombi"       ,"Tvåhjulsdriven" ,"218" ,"Grå"    ,"2996"         ,"2010-04-15"     ,"Jönköping"      ,130000
"1400677399" ,"Hyundai"       ,"i30"                ,"Diesel"              ,"Manuell"   ,"18 384"  ,"2012"     ,"Kombi"       ,"Tvåhjulsdriven" ,"90"  ,"Vit"    ,"1582"         ,"2011-06-29"     ,"Stockholm"      ,49000
"1400677238" ,"Audi"          ,"A4"                 ,"Diesel"              ,"Manuell"   ,"19 943"  ,"2011"     ,"Kombi"       ,"Fyrhjulsdriven" ,"170" ,"Brun"   ,"1968"         ,"2011-09-27"     ,"Jämtland"       ,90000
"1400677429" ,"Volvo"         ,"C30"                ,"Miljöbränsle/Hybrid" ,"Manuell"   ,"14 198"  ,"2008"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"126" ,"Grå"    ,"1798"         ,"2007-09-01"     ,"Halland"        ,45000
"1400677383" ,"Volkswagen"    ,"Passat"             ,"Diesel"              ,"Automat"   ,"20 297"  ,"2010"     ,"Kombi"       ,"Fyrhjulsdriven" ,"170" ,"Blå"    ,"1968"         ,"2010-03-05"     ,"Skåne"          ,70000
"1400528240" ,"Volkswagen"    ,"Tiguan"             ,"Bensin"              ,"Manuell"   ,"20 980"  ,"2012"     ,"SUV"         ,"Fyrhjulsdriven" ,"161" ,"Grå"    ,"1390"         ,"2012-09-27"     ,"Stockholm"      ,75000
"1400677350" ,"Mitsubishi"    ,"Pajero"             ,"Diesel"              ,"Automat"   ,"11 000"  ,"2017"     ,"SUV"         ,"Fyrhjulsdriven" ,"191" ,"Vit"    ,"3200"         ,"2017-11-15"     ,"Göteborg"       ,325000
"1400677353" ,"Volkswagen"    ,"Golf"               ,"Bensin"              ,"Manuell"   ,"23 613"  ,"2005"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"102" ,"Grå"    ,"1595"         ,"2005-06-30"     ,"Kronoberg"      ,24000
"1400677184" ,"Volvo"         ,"V70"                ,"Miljöbränsle/Hybrid" ,"Automat"   ,"28 304"  ,"2005"     ,"Kombi"       ,"Tvåhjulsdriven" ,"141" ,"Blå"    ,"2435"         ,"2004-09-07"     ,"Västmanland"    ,32000
"1400619855" ,"Volkswagen"    ,"Beetle"             ,"Bensin"              ,"Automat"   ,"4 287"   ,"2018"     ,"Cab"         ,NA               ,NA    ,NA       ,NA             ,NA               ,"Östergötland"   ,254000
"1400677352" ,"Mercedes-Benz" ,"C"                  ,"Diesel"              ,"Automat"   ,"29 935"  ,"2007"     ,"Kombi"       ,"Tvåhjulsdriven" ,"150" ,"Silver" ,"2148"         ,"2006-12-28"     ,"Stockholm"      ,25000
"1400677355" ,"Volkswagen"    ,"Polo"               ,"Bensin"              ,"Manuell"   ,"9 777"   ,"2010"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"86"  ,"Röd"    ,"1390"         ,"2009-09-11"     ,"Västmanland"    ,75000
"1400677360" ,"Renault"       ,"captur"             ,"Bensin"              ,"Manuell"   ,"18 729"  ,"2014"     ,"SUV"         ,"Tvåhjulsdriven" ,"90"  ,NA       ,"898"          ,"2014-05-02"     ,"Skaraborg"      ,75000
"1400677313" ,"BMW"           ,"525"                ,"Diesel"              ,"Automat"   ,"22 890"  ,"2012"     ,"Kombi"       ,"Fyrhjulsdriven" ,"218" ,"Vit"    ,"1995"         ,"2012-03-03"     ,"Västerbotten"   ,129000
"1400676252" ,"Toyota"        ,"Auris"              ,"Bensin"              ,"Automat"   ,"19 387"  ,"2010"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"132" ,"Grå"    ,"1598"         ,"2010-08-04"     ,"Stockholm"      ,74500
"1400673837" ,"Volkswagen"    ,"Golf"               ,"Bensin"              ,"Manuell"   ,"29 883"  ,"2003"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"105" ,"Silver" ,"1598"         ,"2003-03-05"     ,"Halland"        ,20000
"1400677285" ,"Peugeot"       ,"207"                ,"Bensin"              ,"Manuell"   ,"15 433"  ,"2006"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"89"  ,"Grå"    ,"1360"         ,"2006-05-29"     ,"Halland"        ,27000
"1400645125" ,"Honda"         ,"CR-V"               ,"Bensin"              ,"Manuell"   ,"25 700"  ,"2003"     ,"SUV"         ,"Fyrhjulsdriven" ,"166" ,"Silver" ,"2354"         ,"2006-06-29"     ,"Uppsala"        ,25000
"1400629567" ,"Volvo"         ,"S60"                ,"Diesel"              ,"Manuell"   ,"38 377"  ,"2008"     ,"Sedan"       ,"Tvåhjulsdriven" ,"164" ,"Blå"    ,"2400"         ,"2007-07-16"     ,"Västernorrland" ,35000
"1400677293" ,"Volkswagen"    ,"Golf"               ,"Bensin"              ,"Manuell"   ,"11 681"  ,"2016"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"150" ,"Vit"    ,"1395"         ,"2015-07-31"     ,"Stockholm"      ,136900
"1400677301" ,"BMW"           ,"M135i"              ,"Bensin"              ,"Manuell"   ,"9 234"   ,"2013"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"320" ,"Blå"    ,"2979"         ,"2013-02-26"     ,"Värmland"       ,219000
"1400671207" ,"Volvo"         ,"V70"                ,"Diesel"              ,"Manuell"   ,"30 706"  ,"2012"     ,"Kombi"       ,"Tvåhjulsdriven" ,"116" ,"Grå"    ,"1560"         ,"2012-04-04"     ,"Göteborg"       ,70000
"1400590974" ,"Mercedes-Benz" ,"E"                  ,"Diesel"              ,"Automat"   ,"31 196"  ,"2010"     ,"Kombi"       ,"Fyrhjulsdriven" ,"232" ,"Blå"    ,"2987"         ,"2010-05-21"     ,"Stockholm"      ,100000
"1400630386" ,"BMW"           ,"318"                ,"Diesel"              ,"Manuell"   ,"30 325"  ,"2014"     ,"Kombi"       ,"Tvåhjulsdriven" ,"143" ,"Brun"   ,"1995"         ,"2013-09-25"     ,"Uppsala"        ,115000
"1400654834" ,"Saab"          ,"9-3"                ,"Diesel"              ,"Automat"   ,"34 672"  ,"2008"     ,"Kombi"       ,"Tvåhjulsdriven" ,"180" ,"Grå"    ,"1910"         ,"2008-02-12"     ,"Älvsborg"       ,29900
"1400653009" ,"Toyota"        ,"Avensis"            ,"Bensin"              ,"Automat"   ,"10 554"  ,"2001"     ,"Kombi"       ,"Tvåhjulsdriven" ,"150" ,"Silver" ,"1998"         ,"2001-08-01"     ,"Östergötland"   ,26900
"1400677138" ,"Ford"          ,"Mustang"            ,"Bensin"              ,"Automat"   ,"12 554"  ,"2016"     ,"Coupé"       ,"Tvåhjulsdriven" ,"315" ,"Vit"    ,"2300"         ,"2022-06-26"     ,"Halland"        ,230000
"1400677257" ,"Audi"          ,"TT"                 ,"Bensin"              ,"Automat"   ,"10 835"  ,"2008"     ,"Coupé"       ,"Tvåhjulsdriven" ,"200" ,"Svart"  ,"1984"         ,"2009-12-14"     ,"Stockholm"      ,125000
"1400677115" ,"Mercedes-Benz" ,"E"                  ,"Diesel"              ,"Automat"   ,"17 989"  ,"2012"     ,"Sedan"       ,"Tvåhjulsdriven" ,"170" ,"Silver" ,"2143"         ,"2012-09-19"     ,"Östergötland"   ,155000
"1400676612" ,"BMW"           ,"X3"                 ,"Bensin"              ,"Automat"   ,"8 000"   ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"361" ,"Blå"    ,"2979"         ,"2018-06-28"     ,"Stockholm"      ,449900
"1400676274" ,"Skoda"         ,"Fabia"              ,"Diesel"              ,"Manuell"   ,"21 357"  ,"2007"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"105" ,"Orange" ,"1896"         ,"2008-12-22"     ,"Skåne"          ,35000
"1400591965" ,"Volvo"         ,"V90"                ,"Diesel"              ,"Automat"   ,"12 460"  ,"2018"     ,"Kombi"       ,"Fyrhjulsdriven" ,"236" ,"Silver" ,"1969"         ,"2018-01-11"     ,"Jämtland"       ,279000
"1400676829" ,"Volkswagen"    ,"Passat"             ,"Diesel"              ,"Automat"   ,"27 200"  ,"2016"     ,"Kombi"       ,"Fyrhjulsdriven" ,"191" ,"Silver" ,"1968"         ,"2016-06-01"     ,"Gävleborg"      ,135000
"1400671719" ,"Volkswagen"    ,"Golf"               ,"Bensin"              ,"Automat"   ,"19 312"  ,"2005"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"102" ,"Blå"    ,"1595"         ,"2005-04-15"     ,"Södermanland"   ,50000
"1400676288" ,"Peugeot"       ,"206"                ,"Bensin"              ,"Manuell"   ,"6 600"   ,"2003"     ,"Cab"         ,"Tvåhjulsdriven" ,"109" ,"Grön"   ,"1587"         ,"2003-04-11"     ,"Göteborg"       ,49500
"1400676729" ,"Kia"           ,"CEED"               ,"Diesel"              ,"Manuell"   ,"23 541"  ,"2007"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"116" ,"Grå"    ,"1582"         ,"2007-11-02"     ,"Östergötland"   ,26000
"1400676870" ,"Audi"          ,"A6"                 ,"Diesel"              ,"Automat"   ,"29 100"  ,"2013"     ,"Sedan"       ,"Fyrhjulsdriven" ,"204" ,"Svart"  ,"2967"         ,"2012-08-17"     ,"Stockholm"      ,130000
"1400550739" ,"Mercedes-Benz" ,"E"                  ,"Diesel"              ,"Automat"   ,"26 315"  ,"2011"     ,"Kombi"       ,"Fyrhjulsdriven" ,"232" ,"Brun"   ,"2987"         ,"2014-05-09"     ,"Norrbotten"     ,95000
"1400561469" ,"Volvo"         ,"V50"                ,"Diesel"              ,"Manuell"   ,"18 471"  ,"2009"     ,"Kombi"       ,"Tvåhjulsdriven" ,"109" ,"Svart"  ,"1560"         ,"2015-11-11"     ,"Skåne"          ,51600
"1400677233" ,"Kia"           ,"Optima"             ,"Diesel"              ,"Automat"   ,"12 769"  ,"2017"     ,"Kombi"       ,"Tvåhjulsdriven" ,"142" ,"Röd"    ,"1685"         ,"2016-11-28"     ,"Östergötland"   ,180000
"1400665057" ,"Volvo"         ,"S40"                ,"Bensin"              ,"Manuell"   ,"12 000"  ,"2001"     ,"Sedan"       ,"Tvåhjulsdriven" ,"109" ,"Blå"    ,"1587"         ,"2001-02-16"     ,"Värmland"       ,34900
"1400651930" ,"Volvo"         ,"V70"                ,"Miljöbränsle/Hybrid" ,"Manuell"   ,"25 756"  ,"2009"     ,"Kombi"       ,"Tvåhjulsdriven" ,"146" ,"Blå"    ,"1999"         ,"2008-11-18"     ,"Västerbotten"   ,35000
"1400526395" ,"Lexus"         ,"RX"                 ,"Miljöbränsle/Hybrid" ,"Automat"   ,"11 173"  ,"2016"     ,"SUV"         ,"Fyrhjulsdriven" ,"313" ,"Svart"  ,"3456"         ,"2016-03-15"     ,"Göteborg"       ,349000
"1400536943" ,"Volvo"         ,"V50"                ,"Diesel"              ,"Manuell"   ,"15 300"  ,"2008"     ,"Kombi"       ,"Tvåhjulsdriven" ,"109" ,"Röd"    ,"1560"         ,"2007-12-20"     ,"Skaraborg"      ,45000
"1400548655" ,"BMW"           ,"320"                ,"Diesel"              ,"Automat"   ,"19 000"  ,"2011"     ,"Kombi"       ,"Fyrhjulsdriven" ,"184" ,"Blå"    ,"1995"         ,"2011-01-03"     ,"Uppsala"        ,85000
"1400677181" ,"Volkswagen"    ,"Golf"               ,"Bensin"              ,"Automat"   ,"8 800"   ,"2018"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"111" ,"Vit"    ,"999"          ,"2018-08-15"     ,"Stockholm"      ,159900
"1400677180" ,"Land Rover"    ,"Discovery Sport"    ,"Diesel"              ,"Automat"   ,"14 987"  ,"2016"     ,"SUV"         ,"Fyrhjulsdriven" ,"180" ,"Svart"  ,"1998"         ,"2016-03-10"     ,"Stockholm"      ,195000
