"Id"         ,"Märke"         ,"Modell"             ,"Bränsle"             ,"Växellåda" ,"Miltal"  ,"Modellår" ,"Biltyp"      ,"Drivning"       ,"HK"  ,"Färg"   ,"Motorstorlek" ,"Datum i trafik" ,"Region"         ,"Pris"
"1400663482" ,"Toyota"        ,"Corolla"            ,"Miljöbränsle/Hybrid" ,"Automat"   ,"3 700"   ,"2022"     ,"Kombi"       ,"Tvåhjulsdriven" ,"123" ,"Silver" ,"1798"         ,"2022-09-06"     ,"Stockholm"      ,245000
"1400663488" ,"Alfa Romeo"    ,"159"                ,"Diesel"              ,"Manuell"   ,"12 800"  ,"2011"     ,NA            ,"Tvåhjulsdriven" ,"170" ,"Röd"    ,"1956"         ,"2011-03-18"     ,"Skåne"          ,65000
"1400662665" ,"Renault"       ,"Clio"               ,"Bensin"              ,"Automat"   ,"14 774"  ,"2017"     ,"Kombi"       ,"Tvåhjulsdriven" ,"119" ,"Silver" ,"1197"         ,"2017-05-30"     ,"Värmland"       ,124600
"1400663329" ,"Audi"          ,"A6"                 ,"Diesel"              ,"Automat"   ,"18 284"  ,"2013"     ,"Kombi"       ,"Tvåhjulsdriven" ,"177" ,"Grå"    ,"1968"         ,"2013-04-25"     ,"Skåne"          ,154000
"1400663428" ,"BMW"           ,"120"                ,"Bensin"              ,"Manuell"   ,"7 036"   ,"2010"     ,"Cab"         ,"Tvåhjulsdriven" ,"170" ,"Grå"    ,"1995"         ,"2010-07-26"     ,"Skåne"          ,127000
"1400636887" ,"Volvo"         ,"V70"                ,"Diesel"              ,"Automat"   ,"44 000"  ,"2012"     ,"Kombi"       ,"Tvåhjulsdriven" ,"116" ,"Vit"    ,"1560"         ,"2012-04-30"     ,"Kalmar"         ,70000
"1400663355" ,"Kia"           ,"Venga"              ,"Bensin"              ,"Manuell"   ,"7 215"   ,"2013"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"90"  ,"Svart"  ,"1396"         ,"2014-07-31"     ,"Stockholm"      ,62000
"1400663398" ,"Audi"          ,"A3"                 ,"Bensin"              ,"Automat"   ,"6 153"   ,"2019"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"150" ,"Röd"    ,"1498"         ,"2018-12-19"     ,"Östergötland"   ,228000
"1400663423" ,"Skoda"         ,"Superb"             ,"Diesel"              ,"Automat"   ,"12 736"  ,"2017"     ,"Kombi"       ,"Tvåhjulsdriven" ,"150" ,"Grå"    ,"1968"         ,"2017-02-23"     ,"Västerbotten"   ,165000
"1400663454" ,"Toyota"        ,"Prius"              ,"Miljöbränsle/Hybrid" ,"Automat"   ,"27 056"  ,"2008"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"112" ,"Silver" ,"1496"         ,"2008-06-18"     ,"Göteborg"       ,51999
"1400434942" ,"Lancia"        ,"Voyager"            ,"Diesel"              ,"Automat"   ,"19 093"  ,"2012"     ,"Familjebuss" ,"Tvåhjulsdriven" ,"164" ,"Svart"  ,"2776"         ,"2012-11-30"     ,"Stockholm"      ,120000
"1400475741" ,"Tesla"         ,"Model 3"            ,"El"                  ,"Automat"   ,"4 340"   ,"2021"     ,"Sedan"       ,"Tvåhjulsdriven" ,"325" ,"Vit"    ,NA             ,"2022-04-25"     ,"Skaraborg"      ,365000
"1400558747" ,"Volkswagen"    ,"Passat"             ,"Miljöbränsle/Hybrid" ,"Automat"   ,"6 546"   ,"2020"     ,"Kombi"       ,"Tvåhjulsdriven" ,"218" ,"Grå"    ,"1395"         ,"2020-05-05"     ,"Stockholm"      ,299000
"1400663374" ,"Hyundai"       ,"i40"                ,"Diesel"              ,"Manuell"   ,"20 309"  ,"2012"     ,"Kombi"       ,"Tvåhjulsdriven" ,"136" ,"Grå"    ,"1685"         ,"2012-12-18"     ,"Skåne"          ,75000
"1400662587" ,"Volvo"         ,"V90 Cross Country"  ,"Diesel"              ,"Automat"   ,"10 647"  ,"2018"     ,"Kombi"       ,"Fyrhjulsdriven" ,"191" ,"Vit"    ,"1969"         ,"2018-02-14"     ,"Uppsala"        ,390000
"1400662095" ,"Volvo"         ,"V40"                ,"Diesel"              ,"Manuell"   ,"11 445"  ,"2017"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"120" ,"Vit"    ,"1969"         ,"2017-04-20"     ,"Jönköping"      ,135000
"1400659398" ,"Audi"          ,"A8"                 ,"Bensin"              ,"Automat"   ,"18 723"  ,"2008"     ,"Sedan"       ,"Fyrhjulsdriven" ,"451" ,"Grå"    ,"5998"         ,"2012-12-17"     ,"Kronoberg"      ,120000
"1400443467" ,"Mercedes-Benz" ,"GLC"                ,"Bensin"              ,"Automat"   ,"11 788"  ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"211" ,"Brun"   ,"1991"         ,"2018-09-25"     ,"Skåne"          ,283000
"1400663403" ,"BMW"           ,"320"                ,"Bensin"              ,"Manuell"   ,"18 300"  ,"2003"     ,"Sedan"       ,"Tvåhjulsdriven" ,"170" ,"Grå"    ,"2171"         ,"2003-02-28"     ,"Stockholm"      ,59000
"1400663345" ,"Volvo"         ,"V40"                ,"Bensin"              ,"Manuell"   ,"23 908"  ,"2016"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"153" ,"Svart"  ,"1969"         ,"2016-03-18"     ,"Skaraborg"      ,95000
"1400627383" ,"Audi"          ,"Q5"                 ,"Diesel"              ,"Automat"   ,"10 100"  ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"191" ,"Vit"    ,"1968"         ,"2017-11-01"     ,"Norrbotten"     ,289000
"1400663327" ,"Mercedes-Benz" ,"CLK"                ,"Bensin"              ,"Automat"   ,"19 853"  ,"2007"     ,"Cab"         ,"Tvåhjulsdriven" ,"388" ,"Svart"  ,"5461"         ,"2022-04-07"     ,"Östergötland"   ,200000
"1400538573" ,"Volkswagen"    ,"Tiguan"             ,"Bensin"              ,"Automat"   ,"1 559"   ,"2022"     ,"SUV"         ,"Tvåhjulsdriven" ,"150" ,"Svart"  ,"1498"         ,"2022-12-30"     ,"Stockholm"      ,315900
"1400558568" ,"BMW"           ,"M3"                 ,"Bensin"              ,"Manuell"   ,"8 500"   ,"2002"     ,"Cab"         ,NA               ,NA    ,NA       ,NA             ,NA               ,"Värmland"       ,649000
"1400537525" ,"Lexus"         ,"ES"                 ,"Miljöbränsle/Hybrid" ,"Automat"   ,"1 200"   ,"2022"     ,"Sedan"       ,NA               ,NA    ,NA       ,NA             ,NA               ,"Skåne"          ,409900
"1400663252" ,"BMW"           ,"Z4"                 ,"Bensin"              ,"Manuell"   ,"12 611"  ,"2011"     ,"Cab"         ,"Tvåhjulsdriven" ,"204" ,"Grå"    ,"2497"         ,"2019-05-16"     ,"Östergötland"   ,230000
"1400478251" ,"Mercedes-Benz" ,"CLA"                ,"Diesel"              ,"Automat"   ,"8 041"   ,"2018"     ,"Kombi"       ,"Tvåhjulsdriven" ,"136" ,"Svart"  ,"2143"         ,"2017-11-10"     ,"Skåne"          ,239000
"1400632474" ,"Volkswagen"    ,"Sharan"             ,"Diesel"              ,"Manuell"   ,"11 450"  ,"2015"     ,"Familjebuss" ,"Tvåhjulsdriven" ,"141" ,"Grå"    ,"1968"         ,"2014-10-20"     ,"Stockholm"      ,170000
"1400663265" ,"Mercedes-Benz" ,"CLA"                ,"Diesel"              ,"Automat"   ,"12 964"  ,"2015"     ,"Kombi"       ,"Tvåhjulsdriven" ,"177" ,"Silver" ,"2143"         ,"2015-03-16"     ,"Skaraborg"      ,210000
"1400663222" ,"Volvo"         ,"XC70"               ,"Diesel"              ,"Automat"   ,"24 451"  ,"2016"     ,"Kombi"       ,"Fyrhjulsdriven" ,"181" ,"Vit"    ,"2400"         ,"2016-05-31"     ,"Jönköping"      ,169000
"1400663249" ,"Volvo"         ,"V60"                ,"Diesel"              ,"Automat"   ,"19 709"  ,"2017"     ,"Kombi"       ,"Tvåhjulsdriven" ,"150" ,"Blå"    ,"1969"         ,"2017-06-15"     ,"Skaraborg"      ,160000
"1400663186" ,"Toyota"        ,"RAV4"               ,"Miljöbränsle/Hybrid" ,"Automat"   ,"5 930"   ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"198" ,"Vit"    ,"2494"         ,"2017-12-12"     ,"Stockholm"      ,259000
"1400662982" ,"Kia"           ,"Sorento"            ,"Diesel"              ,"Automat"   ,"5 700"   ,"2021"     ,"SUV"         ,"Fyrhjulsdriven" ,"202" ,"Vit"    ,"2151"         ,"2020-11-02"     ,"Stockholm"      ,409900
"1400659561" ,"Nissan"        ,"Leaf"               ,"El"                  ,"Automat"   ,"16 150"  ,"2020"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"218" ,"Svart"  ,NA             ,"2020-09-07"     ,"Skåne"          ,153500
"1400408963" ,"BMW"           ,"318"                ,"Bensin"              ,"Automat"   ,"15 600"  ,"2006"     ,"Sedan"       ,"Tvåhjulsdriven" ,"130" ,"Grå"    ,"1995"         ,"2005-10-04"     ,"Stockholm"      ,67000
"1400663170" ,"Abarth"        ,"595"                ,"Bensin"              ,"Manuell"   ,"5 339"   ,"2018"     ,"Cab"         ,"Tvåhjulsdriven" ,"146" ,"Grå"    ,"1368"         ,"2018-05-03"     ,"Stockholm"      ,159500
"1400663171" ,"Peugeot"       ,"3008"               ,"Bensin"              ,"Automat"   ,"8 047"   ,"2017"     ,"SUV"         ,"Tvåhjulsdriven" ,"131" ,NA       ,"1199"         ,"2017-05-08"     ,"Halland"        ,179900
"1400663172" ,"Mercedes-Benz" ,"E"                  ,"Diesel"              ,"Automat"   ,"12 290"  ,"2018"     ,"Sedan"       ,"Fyrhjulsdriven" ,"195" ,"Vit"    ,"1950"         ,"2017-10-25"     ,"Stockholm"      ,295000
"1400663174" ,"Volvo"         ,"S40"                ,"Bensin"              ,"Automat"   ,"5 592"   ,"2008"     ,"Sedan"       ,"Tvåhjulsdriven" ,"141" ,"Blå"    ,"2435"         ,"2007-09-26"     ,"Göteborg"       ,95000
"1400663165" ,"Peugeot"       ,"308"                ,"Bensin"              ,"Automat"   ,"14 011"  ,"2009"     ,"Cab"         ,"Tvåhjulsdriven" ,"141" ,"Vit"    ,"1598"         ,"2009-07-30"     ,"Stockholm"      ,85000
"1400663482" ,"Toyota"        ,"Corolla"            ,"Miljöbränsle/Hybrid" ,"Automat"   ,"3 700"   ,"2022"     ,"Kombi"       ,"Tvåhjulsdriven" ,"123" ,"Silver" ,"1798"         ,"2022-09-06"     ,"Stockholm"      ,245000
"1400663488" ,"Alfa Romeo"    ,"159"                ,"Diesel"              ,"Manuell"   ,"12 800"  ,"2011"     ,NA            ,"Tvåhjulsdriven" ,"170" ,"Röd"    ,"1956"         ,"2011-03-18"     ,"Skåne"          ,65000
"1400662665" ,"Renault"       ,"Clio"               ,"Bensin"              ,"Automat"   ,"14 774"  ,"2017"     ,"Kombi"       ,"Tvåhjulsdriven" ,"119" ,"Silver" ,"1197"         ,"2017-05-30"     ,"Värmland"       ,124600
"1400663329" ,"Audi"          ,"A6"                 ,"Diesel"              ,"Automat"   ,"18 284"  ,"2013"     ,"Kombi"       ,"Tvåhjulsdriven" ,"177" ,"Grå"    ,"1968"         ,"2013-04-25"     ,"Skåne"          ,154000
"1400663428" ,"BMW"           ,"120"                ,"Bensin"              ,"Manuell"   ,"7 036"   ,"2010"     ,"Cab"         ,"Tvåhjulsdriven" ,"170" ,"Grå"    ,"1995"         ,"2010-07-26"     ,"Skåne"          ,127000
"1400636887" ,"Volvo"         ,"V70"                ,"Diesel"              ,"Automat"   ,"44 000"  ,"2012"     ,"Kombi"       ,"Tvåhjulsdriven" ,"116" ,"Vit"    ,"1560"         ,"2012-04-30"     ,"Kalmar"         ,70000
"1400663355" ,"Kia"           ,"Venga"              ,"Bensin"              ,"Manuell"   ,"7 215"   ,"2013"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"90"  ,"Svart"  ,"1396"         ,"2014-07-31"     ,"Stockholm"      ,62000
"1400663398" ,"Audi"          ,"A3"                 ,"Bensin"              ,"Automat"   ,"6 153"   ,"2019"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"150" ,"Röd"    ,"1498"         ,"2018-12-19"     ,"Östergötland"   ,228000
"1400663423" ,"Skoda"         ,"Superb"             ,"Diesel"              ,"Automat"   ,"12 736"  ,"2017"     ,"Kombi"       ,"Tvåhjulsdriven" ,"150" ,"Grå"    ,"1968"         ,"2017-02-23"     ,"Västerbotten"   ,165000
"1400663454" ,"Toyota"        ,"Prius"              ,"Miljöbränsle/Hybrid" ,"Automat"   ,"27 056"  ,"2008"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"112" ,"Silver" ,"1496"         ,"2008-06-18"     ,"Göteborg"       ,51999
"1400434942" ,"Lancia"        ,"Voyager"            ,"Diesel"              ,"Automat"   ,"19 093"  ,"2012"     ,"Familjebuss" ,"Tvåhjulsdriven" ,"164" ,"Svart"  ,"2776"         ,"2012-11-30"     ,"Stockholm"      ,120000
"1400475741" ,"Tesla"         ,"Model 3"            ,"El"                  ,"Automat"   ,"4 340"   ,"2021"     ,"Sedan"       ,"Tvåhjulsdriven" ,"325" ,"Vit"    ,NA             ,"2022-04-25"     ,"Skaraborg"      ,365000
"1400558747" ,"Volkswagen"    ,"Passat"             ,"Miljöbränsle/Hybrid" ,"Automat"   ,"6 546"   ,"2020"     ,"Kombi"       ,"Tvåhjulsdriven" ,"218" ,"Grå"    ,"1395"         ,"2020-05-05"     ,"Stockholm"      ,299000
"1400663374" ,"Hyundai"       ,"i40"                ,"Diesel"              ,"Manuell"   ,"20 309"  ,"2012"     ,"Kombi"       ,"Tvåhjulsdriven" ,"136" ,"Grå"    ,"1685"         ,"2012-12-18"     ,"Skåne"          ,75000
"1400662587" ,"Volvo"         ,"V90 Cross Country"  ,"Diesel"              ,"Automat"   ,"10 647"  ,"2018"     ,"Kombi"       ,"Fyrhjulsdriven" ,"191" ,"Vit"    ,"1969"         ,"2018-02-14"     ,"Uppsala"        ,390000
"1400662095" ,"Volvo"         ,"V40"                ,"Diesel"              ,"Manuell"   ,"11 445"  ,"2017"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"120" ,"Vit"    ,"1969"         ,"2017-04-20"     ,"Jönköping"      ,135000
"1400659398" ,"Audi"          ,"A8"                 ,"Bensin"              ,"Automat"   ,"18 723"  ,"2008"     ,"Sedan"       ,"Fyrhjulsdriven" ,"451" ,"Grå"    ,"5998"         ,"2012-12-17"     ,"Kronoberg"      ,120000
"1400443467" ,"Mercedes-Benz" ,"GLC"                ,"Bensin"              ,"Automat"   ,"11 788"  ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"211" ,"Brun"   ,"1991"         ,"2018-09-25"     ,"Skåne"          ,283000
"1400663403" ,"BMW"           ,"320"                ,"Bensin"              ,"Manuell"   ,"18 300"  ,"2003"     ,"Sedan"       ,"Tvåhjulsdriven" ,"170" ,"Grå"    ,"2171"         ,"2003-02-28"     ,"Stockholm"      ,59000
"1400663345" ,"Volvo"         ,"V40"                ,"Bensin"              ,"Manuell"   ,"23 908"  ,"2016"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"153" ,"Svart"  ,"1969"         ,"2016-03-18"     ,"Skaraborg"      ,95000
"1400627383" ,"Audi"          ,"Q5"                 ,"Diesel"              ,"Automat"   ,"10 100"  ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"191" ,"Vit"    ,"1968"         ,"2017-11-01"     ,"Norrbotten"     ,289000
"1400663327" ,"Mercedes-Benz" ,"CLK"                ,"Bensin"              ,"Automat"   ,"19 853"  ,"2007"     ,"Cab"         ,"Tvåhjulsdriven" ,"388" ,"Svart"  ,"5461"         ,"2022-04-07"     ,"Östergötland"   ,200000
"1400538573" ,"Volkswagen"    ,"Tiguan"             ,"Bensin"              ,"Automat"   ,"1 559"   ,"2022"     ,"SUV"         ,"Tvåhjulsdriven" ,"150" ,"Svart"  ,"1498"         ,"2022-12-30"     ,"Stockholm"      ,315900
"1400558568" ,"BMW"           ,"M3"                 ,"Bensin"              ,"Manuell"   ,"8 500"   ,"2002"     ,"Cab"         ,NA               ,NA    ,NA       ,NA             ,NA               ,"Värmland"       ,649000
"1400537525" ,"Lexus"         ,"ES"                 ,"Miljöbränsle/Hybrid" ,"Automat"   ,"1 200"   ,"2022"     ,"Sedan"       ,NA               ,NA    ,NA       ,NA             ,NA               ,"Skåne"          ,409900
"1400663252" ,"BMW"           ,"Z4"                 ,"Bensin"              ,"Manuell"   ,"12 611"  ,"2011"     ,"Cab"         ,"Tvåhjulsdriven" ,"204" ,"Grå"    ,"2497"         ,"2019-05-16"     ,"Östergötland"   ,230000
"1400478251" ,"Mercedes-Benz" ,"CLA"                ,"Diesel"              ,"Automat"   ,"8 041"   ,"2018"     ,"Kombi"       ,"Tvåhjulsdriven" ,"136" ,"Svart"  ,"2143"         ,"2017-11-10"     ,"Skåne"          ,239000
"1400632474" ,"Volkswagen"    ,"Sharan"             ,"Diesel"              ,"Manuell"   ,"11 450"  ,"2015"     ,"Familjebuss" ,"Tvåhjulsdriven" ,"141" ,"Grå"    ,"1968"         ,"2014-10-20"     ,"Stockholm"      ,170000
"1400663265" ,"Mercedes-Benz" ,"CLA"                ,"Diesel"              ,"Automat"   ,"12 964"  ,"2015"     ,"Kombi"       ,"Tvåhjulsdriven" ,"177" ,"Silver" ,"2143"         ,"2015-03-16"     ,"Skaraborg"      ,210000
"1400663222" ,"Volvo"         ,"XC70"               ,"Diesel"              ,"Automat"   ,"24 451"  ,"2016"     ,"Kombi"       ,"Fyrhjulsdriven" ,"181" ,"Vit"    ,"2400"         ,"2016-05-31"     ,"Jönköping"      ,169000
"1400663249" ,"Volvo"         ,"V60"                ,"Diesel"              ,"Automat"   ,"19 709"  ,"2017"     ,"Kombi"       ,"Tvåhjulsdriven" ,"150" ,"Blå"    ,"1969"         ,"2017-06-15"     ,"Skaraborg"      ,160000
"1400663186" ,"Toyota"        ,"RAV4"               ,"Miljöbränsle/Hybrid" ,"Automat"   ,"5 930"   ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"198" ,"Vit"    ,"2494"         ,"2017-12-12"     ,"Stockholm"      ,259000
"1400662982" ,"Kia"           ,"Sorento"            ,"Diesel"              ,"Automat"   ,"5 700"   ,"2021"     ,"SUV"         ,"Fyrhjulsdriven" ,"202" ,"Vit"    ,"2151"         ,"2020-11-02"     ,"Stockholm"      ,409900
"1400659561" ,"Nissan"        ,"Leaf"               ,"El"                  ,"Automat"   ,"16 150"  ,"2020"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"218" ,"Svart"  ,NA             ,"2020-09-07"     ,"Skåne"          ,153500
"1400408963" ,"BMW"           ,"318"                ,"Bensin"              ,"Automat"   ,"15 600"  ,"2006"     ,"Sedan"       ,"Tvåhjulsdriven" ,"130" ,"Grå"    ,"1995"         ,"2005-10-04"     ,"Stockholm"      ,67000
"1400663170" ,"Abarth"        ,"595"                ,"Bensin"              ,"Manuell"   ,"5 339"   ,"2018"     ,"Cab"         ,"Tvåhjulsdriven" ,"146" ,"Grå"    ,"1368"         ,"2018-05-03"     ,"Stockholm"      ,159500
"1400663171" ,"Peugeot"       ,"3008"               ,"Bensin"              ,"Automat"   ,"8 047"   ,"2017"     ,"SUV"         ,"Tvåhjulsdriven" ,"131" ,NA       ,"1199"         ,"2017-05-08"     ,"Halland"        ,179900
"1400663172" ,"Mercedes-Benz" ,"E"                  ,"Diesel"              ,"Automat"   ,"12 290"  ,"2018"     ,"Sedan"       ,"Fyrhjulsdriven" ,"195" ,"Vit"    ,"1950"         ,"2017-10-25"     ,"Stockholm"      ,295000
"1400663174" ,"Volvo"         ,"S40"                ,"Bensin"              ,"Automat"   ,"5 592"   ,"2008"     ,"Sedan"       ,"Tvåhjulsdriven" ,"141" ,"Blå"    ,"2435"         ,"2007-09-26"     ,"Göteborg"       ,95000
"1400663165" ,"Peugeot"       ,"308"                ,"Bensin"              ,"Automat"   ,"14 011"  ,"2009"     ,"Cab"         ,"Tvåhjulsdriven" ,"141" ,"Vit"    ,"1598"         ,"2009-07-30"     ,"Stockholm"      ,85000
"1400537405" ,"Volkswagen"    ,"Passat"             ,"Diesel"              ,"Automat"   ,"12 390"  ,"2021"     ,"Kombi"       ,"Fyrhjulsdriven" ,"200" ,"Svart"  ,"1968"         ,"2021-01-08"     ,"Stockholm"      ,259900
"1400610085" ,"Mercedes-Benz" ,"C"                  ,"Bensin"              ,"Manuell"   ,"15 248"  ,"2011"     ,"Sedan"       ,"Tvåhjulsdriven" ,"157" ,"Silver" ,"1796"         ,"2011-01-24"     ,"Skåne"          ,75000
"1400662965" ,"MINI"          ,"One"                ,"Bensin"              ,"Manuell"   ,"12 436"  ,"2016"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"102" ,"Orange" ,"1233"         ,"2015-08-28"     ,"Göteborg"       ,120000
"1400663137" ,"BMW"           ,"X5"                 ,"Diesel"              ,"Automat"   ,"11 275"  ,"2016"     ,"SUV"         ,"Fyrhjulsdriven" ,"313" ,"Svart"  ,"2993"         ,"2016-12-16"     ,"Stockholm"      ,360000
"1400663142" ,"Mercedes-Benz" ,"B"                  ,"Diesel"              ,"Automat"   ,"31 653"  ,"2011"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"109" ,"Silver" ,"1991"         ,"2011-05-12"     ,"Stockholm"      ,55000
"1400663146" ,"Volvo"         ,"V70"                ,"Miljöbränsle/Hybrid" ,"Automat"   ,"21 926"  ,"2010"     ,"Kombi"       ,"Tvåhjulsdriven" ,"200" ,"Blå"    ,"2521"         ,"2009-04-09"     ,"Stockholm"      ,50000
"1400663114" ,"Mercedes-Benz" ,"A"                  ,"Bensin"              ,"Automat"   ,"13 927"  ,"2018"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"123" ,"Svart"  ,"1595"         ,"2017-10-27"     ,"Göteborg"       ,190000
"1400585739" ,"Mercedes-Benz" ,"S"                  ,"Bensin"              ,"Automat"   ,"14 800"  ,"2002"     ,"Sedan"       ,"Tvåhjulsdriven" ,"225" ,"Silver" ,"3199"         ,"2003-02-14"     ,"Kalmar"         ,59000
"1400663092" ,"Mazda"         ,"MX-5"               ,"Bensin"              ,"Manuell"   ,"6 100"   ,"2012"     ,"Cab"         ,"Tvåhjulsdriven" ,"127" ,"Svart"  ,"1798"         ,"2012-08-31"     ,"Göteborg"       ,169000
"1400663149" ,"Audi"          ,"A6"                 ,"Diesel"              ,"Automat"   ,"25 822"  ,"2010"     ,"Sedan"       ,"Tvåhjulsdriven" ,"170" ,"Grå"    ,"1968"         ,"2010-07-30"     ,"Stockholm"      ,79500
"1400649101" ,"Land Rover"    ,"Discovery Sport"    ,"Diesel"              ,"Automat"   ,"6 410"   ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"150" ,"Svart"  ,"1998"         ,"2018-10-22"     ,"Stockholm"      ,290000
"1400662633" ,"Land Rover"    ,"Range Rover"        ,"Diesel"              ,"Automat"   ,"25 596"  ,"2013"     ,"SUV"         ,"Fyrhjulsdriven" ,"256" ,"Svart"  ,"2993"         ,"2013-02-08"     ,"Gävleborg"      ,130000
"1400663095" ,"Seat"          ,"Leon"               ,"Bensin"              ,"Manuell"   ,"10 738"  ,"2017"     ,"Kombi"       ,"Tvåhjulsdriven" ,"126" ,"Vit"    ,"1390"         ,"2017-06-09"     ,"Stockholm"      ,135000
"1400663032" ,"BMW"           ,"i3"                 ,"El"                  ,"Automat"   ,"2 470"   ,"2019"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"184" ,"Svart"  ,NA             ,"2019-10-11"     ,"Västernorrland" ,245000
"1400533936" ,"Audi"          ,"A6"                 ,"Bensin"              ,"Manuell"   ,"7 266"   ,"2011"     ,"Kombi"       ,"Fyrhjulsdriven" ,"191" ,"Silver" ,"2773"         ,"2011-02-18"     ,"Gävleborg"      ,125000
"1400385183" ,"Audi"          ,"Q8"                 ,"Diesel"              ,"Automat"   ,"12 400"  ,"2019"     ,"SUV"         ,"Fyrhjulsdriven" ,"286" ,"Vit"    ,"2967"         ,"2018-12-04"     ,"Älvsborg"       ,619000
"1400663088" ,"Volvo"         ,"XC70"               ,"Diesel"              ,"Automat"   ,"30 622"  ,"2012"     ,"Kombi"       ,"Tvåhjulsdriven" ,"164" ,"Silver" ,"1984"         ,"2011-05-02"     ,"Älvsborg"       ,67000
"1400663057" ,"BMW"           ,"X4"                 ,"Diesel"              ,"Automat"   ,"8 200"   ,"2018"     ,"SUV"         ,"Fyrhjulsdriven" ,"191" ,"Silver" ,"1995"         ,"2018-01-25"     ,"Södermanland"   ,355000
"1400663079" ,"BMW"           ,"330e"               ,"Miljöbränsle/Hybrid" ,"Automat"   ,"5 800"   ,"2020"     ,"Sedan"       ,"Tvåhjulsdriven" ,"293" ,"Svart"  ,"1988"         ,"2019-09-27"     ,"Skåne"          ,359000
"1400397498" ,"Volvo"         ,"S60"                ,"Diesel"              ,"Manuell"   ,"30 200"  ,"2011"     ,"Sedan"       ,"Tvåhjulsdriven" ,"164" ,"Vit"    ,"1984"         ,"2010-10-19"     ,"Västmanland"    ,65000
"1400618582" ,"Audi"          ,"Q5"                 ,"Diesel"              ,"Automat"   ,"24 043"  ,"2010"     ,"SUV"         ,"Fyrhjulsdriven" ,"170" ,"Silver" ,"1968"         ,"2010-04-20"     ,"Kronoberg"      ,125000
"1400647722" ,"Honda"         ,"Civic"              ,"Bensin"              ,"Manuell"   ,"18 105"  ,"2010"     ,"Halvkombi"   ,"Tvåhjulsdriven" ,"141" ,"Grå"    ,"1799"         ,"2010-03-31"     ,"Stockholm"      ,59000
"1400660794" ,"Volkswagen"    ,"Passat"             ,"Diesel"              ,"Automat"   ,"22 328"  ,"2010"     ,"Kombi"       ,"Fyrhjulsdriven" ,"170" ,"Röd"    ,"1968"         ,"2010-09-29"     ,"Göteborg"       ,58000
"1400641996" ,"BMW"           ,"535"                ,"Diesel"              ,"Automat"   ,"29 000"  ,"2006"     ,"Sedan"       ,"Tvåhjulsdriven" ,"272" ,"Grå"    ,"2993"         ,"2005-10-31"     ,"Blekinge"       ,95000
"1400592105" ,"Volvo"         ,"V60"                ,"Diesel"              ,"Manuell"   ,"11 092"  ,"2018"     ,"Kombi"       ,"Tvåhjulsdriven" ,"200" ,"Vit"    ,"1969"         ,"2017-09-07"     ,"Östergötland"   ,179000
"1400662864" ,"Volvo"         ,"S80"                ,"Diesel"              ,"Automat"   ,"16 417"  ,"2010"     ,"Sedan"       ,"Tvåhjulsdriven" ,"206" ,"Grå"    ,"2400"         ,"2010-03-26"     ,"Göteborg"       ,89000
"1400662957" ,"Ford"          ,"Mondeo"             ,"Diesel"              ,"Manuell"   ,"15 950"  ,"2016"     ,"Kombi"       ,"Fyrhjulsdriven" ,"150" ,"Svart"  ,"1997"         ,"2016-11-30"     ,"Västerbotten"   ,129000
"1400441349" ,"Audi"          ,"A5"                 ,"Bensin"              ,"Manuell"   ,"13 320"  ,"2010"     ,"Cab"         ,"Tvåhjulsdriven" ,"211" ,"Silver" ,"1984"         ,"2011-07-16"     ,"Göteborg"       ,159000
"1400464437" ,"BMW"           ,"M4"                 ,"Bensin"              ,"Automat"   ,"2 980"   ,"2019"     ,"Cab"         ,"Tvåhjulsdriven" ,"451" ,NA       ,"2979"         ,"2019-04-02"     ,"Stockholm"      ,739000
"1400637049" ,"Volkswagen"    ,"Eos"                ,"Bensin"              ,"Manuell"   ,"13 780"  ,"2007"     ,"Cab"         ,"Tvåhjulsdriven" ,"150" ,"Svart"  ,"1984"         ,"2006-07-07"     ,"Halland"        ,69000
